unnamed: 0,job title,job type,company name,posted date,cities,states,stipend,start date,duration,numer of openings,late date to apply,combined_text
1066,SPECIAL06,Full Time,Nagar Palika Parishad Pt Deendayal Upadhyay Nagar,29-11-2022,Chandauli,Uttar Pradesh,9000 /month,Immediately,12 Months,1.0,10-12-2022,SPECIAL06 Nagar Palika Parishad Pt Deendayal Upadhyay Nagar Chandauli Uttar Pradesh 9000 /month 12 Months
1067,SPECIAL07,Full Time,Nagar Palika Parishad Pt Deendayal Upadhyay Nagar,30-11-2022,Chandauli,Uttar Pradesh,9000 /month,Immediately,6 Months,1.0,09-12-2022,SPECIAL07 Nagar Palika Parishad Pt Deendayal Upadhyay Nagar Chandauli Uttar Pradesh 9000 /month 6 Months
1068,SPECIAL08,Full Time,Nagar Palika Parishad Pt Deendayal Upadhyay Nagar,03-12-2022,Chandauli,Uttar Pradesh,10000 /month,Immediately,12 Months,1.0,12-12-2022,SPECIAL08 Nagar Palika Parishad Pt Deendayal Upadhyay Nagar Chandauli Uttar Pradesh 10000 /month 12 Months
1069,SPECIAL09,Full Time,Nagar Palika Parishad Pt Deendayal Upadhyay Nagar,07-12-2022,Chandauli,Uttar Pradesh,8000 /month,Immediately,12 Months,1.0,19-12-2022,SPECIAL09 Nagar Palika Parishad Pt Deendayal Upadhyay Nagar Chandauli Uttar Pradesh 8000 /month 12 Months
1070,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Palika Parishad Pt Deendayal Upadhyay Nagar,12-12-2022,Chandauli,Uttar Pradesh,10000 /month,Immediately,12 Months,1.0,25-12-2022,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN Nagar Palika Parishad Pt Deendayal Upadhyay Nagar Chandauli Uttar Pradesh 10000 /month 12 Months
1071,IEC INTERN,Full Time,Nagar Palika Parishad Pt Deendayal Upadhyay Nagar,13-12-2022,Chandauli,Uttar Pradesh,6000 /month,Immediately,6 Months,1.0,31-12-2022,IEC INTERN Nagar Palika Parishad Pt Deendayal Upadhyay Nagar Chandauli Uttar Pradesh 6000 /month 6 Months
1072,SANITARY INSPECTOR,Part Time,TMC Srirangapatna,15-12-2022,Srirangapatna,Karnataka,5000 /month,Immediately,12 Months,1.0,07-01-2023,SANITARY INSPECTOR TMC Srirangapatna Srirangapatna Karnataka 5000 /month 12 Months
1073,TECHNICAL ASSISTANT FOR HEALTH SECTION  AND ENGINEERING SECTION,Full Time,Town Municipal Council Kadur,16-12-2022,Kadur,Karnataka,5000 /month,Immediately,3 Months,3.0,31-12-2022,TECHNICAL ASSISTANT FOR HEALTH SECTION  AND ENGINEERING SECTION Town Municipal Council Kadur Kadur Karnataka 5000 /month 3 Months
1074,HEALTH INSPECTOR INTERN,Full Time,Town Panchayath Kanakagiri,16-12-2022,Kanakagiri,Karnataka,3000 /month,Immediately,6 Months,1.0,31-12-2022,HEALTH INSPECTOR INTERN Town Panchayath Kanakagiri Kanakagiri Karnataka 3000 /month 6 Months
1075,ENVIRONMENT INTERN,Full Time,TP Srirampura,16-12-2022,Mysore,Karnataka,5000 /month,Immediately,2 Months,2.0,31-05-2024,ENVIRONMENT INTERN TP Srirampura Mysore Karnataka 5000 /month 2 Months
1076,MIS EXPERT FOR SWM,Full Time,"CITY MUNICIPAL COUNCIL,SIRSI",16-12-2022,Sirsi,Karnataka,5000 /month,Immediately,6 Months,1.0,22-02-2024,"MIS EXPERT FOR SWM CITY MUNICIPAL COUNCIL,SIRSI Sirsi Karnataka 5000 /month 6 Months"
1077,PROJECT MANAGEMENT,Full Time,K R NAGARA TMC,17-12-2022,Mysore,Karnataka,5000 /month,Immediately,6 Months,2.0,15-01-2023,PROJECT MANAGEMENT K R NAGARA TMC Mysore Karnataka 5000 /month 6 Months
1078,SANITATION AND SOLID WASTE MANAGEMENT,Full Time,CITY MUNICIPAL COUNCIL MANDYA,19-12-2022,Mandya,Karnataka,7000 /month,Immediately,12 Months,2.0,20-01-2023,SANITATION AND SOLID WASTE MANAGEMENT CITY MUNICIPAL COUNCIL MANDYA Mandya Karnataka 7000 /month 12 Months
1079,SWACHH  BHARATH MISSION,Full Time,"CITY MUNICIPAL COUNCIL, ARSIKERE",21-12-2022,Arsikere,Karnataka,7000 /month,Immediately,1 Years,3.0,30-10-2024,"SWACHH  BHARATH MISSION CITY MUNICIPAL COUNCIL, ARSIKERE Arsikere Karnataka 7000 /month 1 Years"
1080,SANITARY INSPECTOR,Full Time,"City Municipal Council, Nanjangud",07-01-2023,Nanjangud,Karnataka,7000 /month,Immediately,11 Months,1.0,16-01-2023,"SANITARY INSPECTOR City Municipal Council, Nanjangud Nanjangud Karnataka 7000 /month 11 Months"
1081,ASSISTANT FOR JUNIOR ENGINEER SECTION,Full Time,TMC H.D.Kote,07-01-2023,Mysore,Karnataka,4000 /month,Immediately,11 Months,1.0,15-01-2023,ASSISTANT FOR JUNIOR ENGINEER SECTION TMC H.D.Kote Mysore Karnataka 4000 /month 11 Months
1082,ENVIRONMENTAL ASSISTANT ( INTERN),Full Time,K R NAGARA TMC,16-01-2023,Mysore,Karnataka,5000 /month,Immediately,6 Months,2.0,31-01-2023,ENVIRONMENTAL ASSISTANT ( INTERN) K R NAGARA TMC Mysore Karnataka 5000 /month 6 Months
1083,SBM INTERNSHIP,Full Time,TOWN MUNICIPAL COUNCIL KAMPLI,21-01-2023,Kampli,Karnataka,4000 /month,Immediately,3 Months,1.0,28-01-2023,SBM INTERNSHIP TOWN MUNICIPAL COUNCIL KAMPLI Kampli Karnataka 4000 /month 3 Months
1084,GRADUATE CIVIL ENGINEER FOR GREY WATER MGMT( TULIP),Full Time,Housing and Urban development Department Odisha,29-01-2023,Bhubaneswar,Odisha,15000 /month,Immediately,12 Months,200.0,02-04-2024,GRADUATE CIVIL ENGINEER FOR GREY WATER MGMT( TULIP) Housing and Urban development Department Odisha Bhubaneswar Odisha 15000 /month 12 Months
1085,SWACHH BHARAT MISSION INTERNS,Full Time,Saharanpur Smart City ltd.,31-01-2023,Saharanpur,Uttar Pradesh,8000 /month,Immediately,03 Months,10.0,06-02-2023,SWACHH BHARAT MISSION INTERNS Saharanpur Smart City ltd. Saharanpur Uttar Pradesh 8000 /month 03 Months
1086,IEC INTERN,Full Time,NAGAR PALIKA PARISHAD DOIWALA,01-02-2023,Doiwala,Uttarakhand,5000 /month,Immediately,3 Months,4.0,15-02-2023,IEC INTERN NAGAR PALIKA PARISHAD DOIWALA Doiwala Uttarakhand 5000 /month 3 Months
1087,WASTE MANAGEMENT INTERN,Full Time,Prayagraj Smart City Ltd.,07-02-2023,Allahabad,Uttar Pradesh,10000 /month,Immediately,12 Months,12.0,28-02-2023,WASTE MANAGEMENT INTERN Prayagraj Smart City Ltd. Allahabad Uttar Pradesh 10000 /month 12 Months
1088,SOCIAL DEVELOPMENT OFFICER,Part Time,Malegaon Bk Nagarpanchayat,08-02-2023,Baramati,Maharashtra,5000 /month,Immediately,3 Months,1.0,17-02-2023,SOCIAL DEVELOPMENT OFFICER Malegaon Bk Nagarpanchayat Baramati Maharashtra 5000 /month 3 Months
1089,ENVIRONMENTAL ASSISTANT ( INTERN),Full Time,K R NAGARA TMC,09-02-2023,Mysore,Karnataka,5000 /month,Immediately,6 Months,2.0,28-02-2023,ENVIRONMENTAL ASSISTANT ( INTERN) K R NAGARA TMC Mysore Karnataka 5000 /month 6 Months
1090,SANITATION AND SOLID WASTE MANAGEMENT INTERN,Full Time,"City Municipal Council, Nanjangud",09-02-2023,Nanjangud,Karnataka,7000 /month,Immediately,11Months,1.0,31-08-2023,"SANITATION AND SOLID WASTE MANAGEMENT INTERN City Municipal Council, Nanjangud Nanjangud Karnataka 7000 /month 11Months"
1091,SWM TRAINEE,Part Time,Town Panchayath Nayakanahatti,09-02-2023,Nayakanahatti,Karnataka,3000 /month,Immediately,3 Months,1.0,16-02-2023,SWM TRAINEE Town Panchayath Nayakanahatti Nayakanahatti Karnataka 3000 /month 3 Months
1092,SWACCH BHARAT MISSION,Part Time,NAGAR PANCHAYAT PIPRAICH,15-02-2023,Pipraich,Uttar Pradesh,2500 /month,Immediately,8 Weeks,5.0,25-02-2023,SWACCH BHARAT MISSION NAGAR PANCHAYAT PIPRAICH Pipraich Uttar Pradesh 2500 /month 8 Weeks
1093,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,NAGAR PANCHAYAT PIPRAICH,15-02-2023,Pipraich,Uttar Pradesh,2500 /month,Immediately,8 Weeks,5.0,21-02-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN NAGAR PANCHAYAT PIPRAICH Pipraich Uttar Pradesh 2500 /month 8 Weeks
1094,INCRESE COMMUCATION SKILL,Full Time,NAGAR PANCHAYAT SANGRAMPUR URF UNWAL,15-02-2023,Gorakhpur,Uttar Pradesh,2500 /month,Immediately,8 Weeks,3.0,01-03-2023,INCRESE COMMUCATION SKILL NAGAR PANCHAYAT SANGRAMPUR URF UNWAL Gorakhpur Uttar Pradesh 2500 /month 8 Weeks
1095,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,NAGAR PANCHAYAT CHAUMUKHA CAMPIERGANJ GORAKHPUR,16-02-2023,Gorakhpur,Uttar Pradesh,2000 /month,Immediately,4 Weeks,5.0,25-02-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN NAGAR PANCHAYAT CHAUMUKHA CAMPIERGANJ GORAKHPUR Gorakhpur Uttar Pradesh 2000 /month 4 Weeks
1096,SBM INTERNSHIP,Full Time,Nagar Panchayat Mohanlalganj,16-02-2023,Lucknow,Uttar Pradesh,Unpaid,Immediately,3 Months,1.0,17-02-2023,SBM INTERNSHIP Nagar Panchayat Mohanlalganj Lucknow Uttar Pradesh Unpaid 3 Months
1097,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar palika Parishad Orai,16-02-2023,Orai,Uttar Pradesh,Unpaid,Immediately,2 MONTH,3.0,20-03-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN Nagar palika Parishad Orai Orai Uttar Pradesh Unpaid 2 MONTH
1098,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Panchayat Bansgaon,16-02-2023,Gorakhpur,Uttar Pradesh,2000 /month,Immediately,8 Weeks,3.0,27-02-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN Nagar Panchayat Bansgaon Gorakhpur Uttar Pradesh 2000 /month 8 Weeks
1099,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,NP Sahjanwa Gorakhpur,16-02-2023,Gorakhpur,Uttar Pradesh,2500 /month,Immediately,8 Weeks,2.0,25-02-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN NP Sahjanwa Gorakhpur Gorakhpur Uttar Pradesh 2500 /month 8 Weeks
1100,SWACCH BHARAT MISSION,Full Time,NAGAR PANCHYAT MUNDERA BAZAR,16-02-2023,Gorakhpur,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1.0,25-02-2023,SWACCH BHARAT MISSION NAGAR PANCHYAT MUNDERA BAZAR Gorakhpur Uttar Pradesh Unpaid 8 Weeks
1101,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,TOWN MUNICIPAL COUNCIL ATTIBELE,16-02-2023,Bangalore,Karnataka,4000 /month,Immediately,3 Months,3.0,04-03-2023,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN TOWN MUNICIPAL COUNCIL ATTIBELE Bangalore Karnataka 4000 /month 3 Months
1102,SWACHH BHARAT MISSION INTERNS,Full Time,NP Sidhpura,17-02-2023,Sidhpura,Uttar Pradesh,Unpaid,Immediately,4 Weeks,5.0,30-04-2023,SWACHH BHARAT MISSION INTERNS NP Sidhpura Sidhpura Uttar Pradesh Unpaid 4 Weeks
1103,SBM INTERNSHIP,Full Time,Nagar panchyat Mohanpur,17-02-2023,Kasganj,Uttar Pradesh,Unpaid,Immediately,5 Weeks,5.0,30-04-2023,SBM INTERNSHIP Nagar panchyat Mohanpur Kasganj Uttar Pradesh Unpaid 5 Weeks
1104,SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT SAHAWAR KASGANJ,17-02-2023,Kasganj,Uttar Pradesh,Unpaid,Immediately,4 Weeks,5.0,30-04-2023,SBM INTERNSHIP NAGAR PANCHAYAT SAHAWAR KASGANJ Kasganj Uttar Pradesh Unpaid 4 Weeks
1105,SBM INTERNSHIP,Full Time,NAGAR PALIKA PARISHAD SORON,17-02-2023,Kasganj,Uttar Pradesh,Unpaid,Immediately,4 Weeks,10.0,30-04-2023,SBM INTERNSHIP NAGAR PALIKA PARISHAD SORON Kasganj Uttar Pradesh Unpaid 4 Weeks
1106,SBM INTERNSHIP,Full Time,Nagar Palika Parishad Kasganj,17-02-2023,Kasganj,Uttar Pradesh,Unpaid,Immediately,4 Weeks,25.0,26-02-2024,SBM INTERNSHIP Nagar Palika Parishad Kasganj Kasganj Uttar Pradesh Unpaid 4 Weeks
1107,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,Nagar Panchayat Gola Bazar,20-02-2023,Gorakhpur,Uttar Pradesh,2500 /month,Immediately,8 Weeks,2.0,28-02-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN Nagar Panchayat Gola Bazar Gorakhpur Uttar Pradesh 2500 /month 8 Weeks
1108,INTERNS FOR ASSISTING IN SANITATION SWACHH BHARAT MISSION (URBAN),Full Time,MUNICIPAL COUNCIL UNA,21-02-2023,Una,Himachal Pradesh,7000 /month,Immediately,6 Months,1.0,02-03-2023,INTERNS FOR ASSISTING IN SANITATION SWACHH BHARAT MISSION (URBAN) MUNICIPAL COUNCIL UNA Una Himachal Pradesh 7000 /month 6 Months
1109,SBM TRAINE,Full Time,Town Panchayat Raibag,21-02-2023,Raibag,Karnataka,2500 /month,Immediately,12 Months,2.0,15-03-2023,SBM TRAINE Town Panchayat Raibag Raibag Karnataka 2500 /month 12 Months
1110,SBM TRAINIE,Part Time,Town Panchayath Nayakanahatti,21-02-2023,Nayakanahatti,Karnataka,3000 /month,Immediately,1 Months,1.0,28-02-2023,SBM TRAINIE Town Panchayath Nayakanahatti Nayakanahatti Karnataka 3000 /month 1 Months
1111,HEALTH INSPECTOR INTERN,Full Time,TOWN PANCHAYAT SHEDBAL,21-02-2023,Shedbal,Karnataka,2500 /month,Immediately,12 Months,1.0,15-03-2023,HEALTH INSPECTOR INTERN TOWN PANCHAYAT SHEDBAL Shedbal Karnataka 2500 /month 12 Months
1112,SBM TRAINIE,Full Time,TMC KONNUR,21-02-2023,Konnur,Karnataka,5000 /month,Immediately,12 Months,2.0,15-03-2023,SBM TRAINIE TMC KONNUR Konnur Karnataka 5000 /month 12 Months
1113,HEALTH INSPECTOR INTERN,Full Time,Town Panchayat Peeranwadi,21-02-2023,Belagavi,Karnataka,3000 /month,Immediately,12 Months,2.0,15-03-2023,HEALTH INSPECTOR INTERN Town Panchayat Peeranwadi Belagavi Karnataka 3000 /month 12 Months
1114,HEALTH INSPECTOR INTERN,Full Time,TPAINAPUR,21-02-2023,Ainapur,Karnataka,3000 /month,Immediately,12 Months,1.0,15-03-2023,HEALTH INSPECTOR INTERN TPAINAPUR Ainapur Karnataka 3000 /month 12 Months
1115,HEALTH INSPECTOR INTERN,Full Time,Town Municipal Council Athani,21-02-2023,Athani,Karnataka,3000 /month,Immediately,12 Months,1.0,10-10-2023,HEALTH INSPECTOR INTERN Town Municipal Council Athani Athani Karnataka 3000 /month 12 Months
1116,SBM INTERNSHIP,Full Time,CITY MUNICIPAL COUNCIL CHICKBALLAPUR,22-02-2023,Chikkaballapur,Karnataka,8000 /month,Immediately,6 Months,2.0,11-03-2023,SBM INTERNSHIP CITY MUNICIPAL COUNCIL CHICKBALLAPUR Chikkaballapur Karnataka 8000 /month 6 Months
1117,SWM TRAINEE,Part Time,TOWN PANCHAYATH MOLAKALMURU,22-02-2023,Molkalmuru,Karnataka,3000 /month,Immediately,1 Months,2.0,08-03-2023,SWM TRAINEE TOWN PANCHAYATH MOLAKALMURU Molkalmuru Karnataka 3000 /month 1 Months
1118,SBM INTERNSHIP,Full Time,Nagar Panchayat Amanpur,23-02-2023,Kasganj,Uttar Pradesh,Unpaid,Immediately,4 Weeks,5.0,20-04-2023,SBM INTERNSHIP Nagar Panchayat Amanpur Kasganj Uttar Pradesh Unpaid 4 Weeks
1119,SBM INTERNSHIP,Full Time,Nagar Panchayat Bilram,23-02-2023,Kasganj,Uttar Pradesh,Unpaid,Immediately,4 Weeks,5.0,30-04-2023,SBM INTERNSHIP Nagar Panchayat Bilram Kasganj Uttar Pradesh Unpaid 4 Weeks
1120,SBM INTERNSHIP,Full Time,Nagar Palika Parishad Ganjdundwara,23-02-2023,Kasganj,Uttar Pradesh,Unpaid,Immediately,4 Weeks,10.0,30-04-2023,SBM INTERNSHIP Nagar Palika Parishad Ganjdundwara Kasganj Uttar Pradesh Unpaid 4 Weeks
1121,SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT PATIYALI,23-02-2023,Kasganj,Uttar Pradesh,Unpaid,Immediately,4 Weeks,5.0,20-04-2023,SBM INTERNSHIP NAGAR PANCHAYAT PATIYALI Kasganj Uttar Pradesh Unpaid 4 Weeks
1122,SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT BHARGAIN,23-02-2023,Kasganj,Uttar Pradesh,Unpaid,Immediately,4 Weeks,5.0,30-04-2023,SBM INTERNSHIP NAGAR PANCHAYAT BHARGAIN Kasganj Uttar Pradesh Unpaid 4 Weeks
1123,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PALIKA PARISHAD JALAUN,24-02-2023,Jalaun,Uttar Pradesh,Unpaid,Immediately,1 Months,4.0,25-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN NAGAR PALIKA PARISHAD JALAUN Jalaun Uttar Pradesh Unpaid 1 Months
1124,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Palika Parishad Khalilabad,24-02-2023,Kalilabad,Uttar Pradesh,5500 /month,Immediately,2 Months,5.0,10-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0 Nagar Palika Parishad Khalilabad Kalilabad Uttar Pradesh 5500 /month 2 Months
1125,SWACHH BHARAT MISSION INTERNS,Full Time,Municipal Corporation Mathura Vrindavan,24-02-2023,Mathura,Uttar Pradesh,Unpaid,Immediately,2 Months,20.0,24-05-2023,SWACHH BHARAT MISSION INTERNS Municipal Corporation Mathura Vrindavan Mathura Uttar Pradesh Unpaid 2 Months
1126,ASSISTANT TO JUNIOR HEALTH INSPECTOR,Full Time,TOWN PANCHAYAT CHINCHALI,24-02-2023,Chinchali,Karnataka,2500 /month,Immediately,12 Months,1.0,15-04-2023,ASSISTANT TO JUNIOR HEALTH INSPECTOR TOWN PANCHAYAT CHINCHALI Chinchali Karnataka 2500 /month 12 Months
1127,SWACHH  BHARATH MISSION,Full Time,Saharanpur Smart City ltd.,25-02-2023,Saharanpur,Uttar Pradesh,8000 /month,Immediately,3 Months,6.0,10-04-2023,SWACHH  BHARATH MISSION Saharanpur Smart City ltd. Saharanpur Uttar Pradesh 8000 /month 3 Months
1128,INTERNSHIP IN OFFICE MANAGEMENT,Full Time,Jhansi Nagar Nigam,25-02-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2.0,01-03-2023,INTERNSHIP IN OFFICE MANAGEMENT Jhansi Nagar Nigam Jhansi Uttar Pradesh Unpaid 2 Months
1129,INTERNSHIP IN PHOTO AND VIDEO EDITING,Full Time,Jhansi Nagar Nigam,25-02-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,4.0,01-03-2023,INTERNSHIP IN PHOTO AND VIDEO EDITING Jhansi Nagar Nigam Jhansi Uttar Pradesh Unpaid 2 Months
1130,INTERNSHIP IN INFORMATION TECHNOLOGY,Full Time,Jhansi Nagar Nigam,25-02-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2.0,01-03-2023,INTERNSHIP IN INFORMATION TECHNOLOGY Jhansi Nagar Nigam Jhansi Uttar Pradesh Unpaid 2 Months
1131,INTERNSHIP IN PR (EVENT COORDINATOR),Full Time,Jhansi Nagar Nigam,25-02-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,4.0,01-03-2023,INTERNSHIP IN PR (EVENT COORDINATOR) Jhansi Nagar Nigam Jhansi Uttar Pradesh Unpaid 2 Months
1132,SURVEY WORK FOR SBM PROJECT,Full Time,Jhansi Nagar Nigam,25-02-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,4.0,01-03-2023,SURVEY WORK FOR SBM PROJECT Jhansi Nagar Nigam Jhansi Uttar Pradesh Unpaid 2 Months
1133,INTERNSHIP IN CONTENT WRITING HINDI AND ENGLISH,Full Time,Jhansi Nagar Nigam,25-02-2023,Jhansi,Uttar Pradesh,Unpaid,Immediately,2 Months,2.0,01-03-2023,INTERNSHIP IN CONTENT WRITING HINDI AND ENGLISH Jhansi Nagar Nigam Jhansi Uttar Pradesh Unpaid 2 Months
1134,INTERN DATA ANALYST(BE/BSC/BA IT/CS/STATISTICS),Full Time,NAGAR PALIKA PARISHAD JAUNPUR,25-02-2023,Jaunpur,Uttar Pradesh,Unpaid,Immediately,01 Months,2.0,06-03-2023,INTERN DATA ANALYST(BE/BSC/BA IT/CS/STATISTICS) NAGAR PALIKA PARISHAD JAUNPUR Jaunpur Uttar Pradesh Unpaid 01 Months
1135,INTERNS IN MANEGMENT TRAINEE IN SBM 2.0,Full Time,NAGAR PALIKA PARISHAD JAUNPUR,25-02-2023,Jaunpur,Uttar Pradesh,Unpaid,Immediately,01 Months,2.0,06-03-2023,INTERNS IN MANEGMENT TRAINEE IN SBM 2.0 NAGAR PALIKA PARISHAD JAUNPUR Jaunpur Uttar Pradesh Unpaid 01 Months
1136,INTERNS IN TECHNICAL LERNER IN SBM 2.0,Full Time,NAGAR PALIKA PARISHAD JAUNPUR,25-02-2023,Jaunpur,Uttar Pradesh,Unpaid,Immediately,01 Months,1.0,16-03-2023,INTERNS IN TECHNICAL LERNER IN SBM 2.0 NAGAR PALIKA PARISHAD JAUNPUR Jaunpur Uttar Pradesh Unpaid 01 Months
1137,INTERNS IN IT SPECIALIST IN SBM 2.0,Full Time,NAGAR PALIKA PARISHAD JAUNPUR,25-02-2023,Jaunpur,Uttar Pradesh,Unpaid,Immediately,01 Months,1.0,16-03-2023,INTERNS IN IT SPECIALIST IN SBM 2.0 NAGAR PALIKA PARISHAD JAUNPUR Jaunpur Uttar Pradesh Unpaid 01 Months
1138,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,NAGAR PALIKA PARISHAD GONDA,27-02-2023,Gonda,Uttar Pradesh,Unpaid,Immediately,1 Months,15.0,25-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0 NAGAR PALIKA PARISHAD GONDA Gonda Uttar Pradesh Unpaid 1 Months
1139,SOCIAL MEDIA INTERN,Full Time,"Directorate of Urban Local Bodies, UP",27-02-2023,Lucknow,Uttar Pradesh,Unpaid,Immediately,3 Weeks,5.0,06-03-2023,"SOCIAL MEDIA INTERN Directorate of Urban Local Bodies, UP Lucknow Uttar Pradesh Unpaid 3 Weeks"
1140,SBM INTERNSHIP,Part Time,NAGAR PANCHAYAT AJHUWA,27-02-2023,Kaushambi,Uttar Pradesh,Unpaid,Immediately,1 Months,3.0,03-05-2023,SBM INTERNSHIP NAGAR PANCHAYAT AJHUWA Kaushambi Uttar Pradesh Unpaid 1 Months
1141,SWACHH BHARAT MISSION INTERNS,Full Time,NAGAR PANCHAYAT GAWAN,27-02-2023,Gawan Sambhal,Uttar Pradesh,Unpaid,Immediately,2 Months,4.0,30-04-2023,SWACHH BHARAT MISSION INTERNS NAGAR PANCHAYAT GAWAN Gawan Sambhal Uttar Pradesh Unpaid 2 Months
1142,SWACHHA BHARAT MISSION,Part Time,TOWN PANCHAYAT KAMATAGI,27-02-2023,Kamatagi,Karnataka,10000 /month,Immediately,2 Months,2.0,18-07-2023,SWACHHA BHARAT MISSION TOWN PANCHAYAT KAMATAGI Kamatagi Karnataka 10000 /month 2 Months
1143,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,"NAGAR PANCHAYAT KADAURA ,DISTRICT JALAUN",27-02-2023,Jalaun,Uttar Pradesh,Unpaid,Immediately,1 Months,2.0,15-03-2023,"COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN NAGAR PANCHAYAT KADAURA ,DISTRICT JALAUN Jalaun Uttar Pradesh Unpaid 1 Months"
1144,COMMUNICATIOSBMN INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,PHULPUR NAGAR PANCHAYAT,01-03-2023,Phulpur Prayagraj,Uttar Pradesh,Unpaid,Immediately,2 Months,15.0,31-05-2023,COMMUNICATIOSBMN INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0 PHULPUR NAGAR PANCHAYAT Phulpur Prayagraj Uttar Pradesh Unpaid 2 Months
1145,INTERNSHIP FOR SWACHH BHARAT MISSION,Full Time,Jhansi Nagar Nigam,02-03-2023,Jhansi,Uttar Pradesh,10000 /month,Immediately,5 Months,10.0,10-03-2023,INTERNSHIP FOR SWACHH BHARAT MISSION Jhansi Nagar Nigam Jhansi Uttar Pradesh 10000 /month 5 Months
1146,SOCIAL MEDIA CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Full Time,Jhansi Nagar Nigam,02-03-2023,Jhansi,Uttar Pradesh,10000 /month,Immediately,5 Months,2.0,10-03-2023,SOCIAL MEDIA CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN Jhansi Nagar Nigam Jhansi Uttar Pradesh 10000 /month 5 Months
1147,SWACHH BHARAT MISSION INTERNS,Full Time,Jhansi Nagar Nigam,02-03-2023,Jhansi,Uttar Pradesh,10000 /month,Immediately,5 Months,1.0,31-03-2023,SWACHH BHARAT MISSION INTERNS Jhansi Nagar Nigam Jhansi Uttar Pradesh 10000 /month 5 Months
1148,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Palika Parishad Sambhal,02-03-2023,Sambhal,Uttar Pradesh,Unpaid,Immediately,3 Months,10.0,31-05-2023,SWACHH BHARAT MISSION INTERNS Nagar Palika Parishad Sambhal Sambhal Uttar Pradesh Unpaid 3 Months
1149,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Panchayat Sirsi,02-03-2023,Sirsi,Uttar Pradesh,Unpaid,Immediately,2 Months,2.0,30-05-2023,SWACHH BHARAT MISSION INTERNS Nagar Panchayat Sirsi Sirsi Uttar Pradesh Unpaid 2 Months
1150,SBM INTERNSHIP,Full Time,NAGAR PANCHAYAT BISKOHAR,03-03-2023,Siddharthnagar,Uttar Pradesh,5000 /month,Immediately,8 Weeks,2.0,03-10-2023,SBM INTERNSHIP NAGAR PANCHAYAT BISKOHAR Siddharthnagar Uttar Pradesh 5000 /month 8 Weeks
1151,IEC INTERN,Full Time,NAGAR PALIKA SIDDHARTHNAGAR,03-03-2023,Siddharthnagar,Uttar Pradesh,Unpaid,Immediately,8 Weeks,2.0,25-04-2023,IEC INTERN NAGAR PALIKA SIDDHARTHNAGAR Siddharthnagar Uttar Pradesh Unpaid 8 Weeks
